product_productId,review_score
B00006JHQA,4.125
B00006JHR6,4.0
B00006JHR7,3.6
B00006JHR8,2.6666666666666665
B00006JHR9,2.0
B00006JHRA,1.0
B00006JHRB,4.0
B00006JHRC,1.9230769230769231
B00006JHRD,1.625
B00006JHRE,3.3214285714285716
B00006JHRF,1.4
B00006JHRG,2.8529411764705883
B00006JHRH,3.1147540983606556
B00006JHRI,5.0
B00006JHRL,1.0
B00006K14E,4.661971830985915
B00006L58U,5.0
B00006LL38,3.6666666666666665
B00006OALW,4.363636363636363
B00006OALX,3.7
B00006OAM0,5.0
B00006OAM1,2.5
B00006SIJ7,3.8461538461538463
B00006SKLS,2.0
B00007B406,2.6
B00007EFK6,5.0
B00007FCPQ,4.142857142857143
B00007M9M9,4.6
B00008432E,5.0
B00008432F,3.0
B000084335,5.0
B00008433V,3.8333333333333335
B000084346,5.0
B00008434E,5.0
B00008434F,3.0
B00008434G,1.0
B00008434K,3.0
B00008434T,4.690476190476191
B00008434U,1.0
B00008435F,2.0
B00008435M,5.0
B00008437P,3.8
B00008437W,3.739130434782609
B00008438B,4.0
B00008438S,5.0
B000084DVR,5.0
B000084DVX,5.0
B000084DWM,3.869565217391304
B000084DXS,4.5
B000084DY8,5.0
B000084DYL,3.5
B000084E00,5.0
B000084E0D,4.0
B000084E0I,4.333333333333333
B000084E1U,5.0
B000084E2K,5.0
B000084E38,3.0
B000084E3C,5.0
B000084E3G,4.666666666666667
B000084E3T,5.0
B000084E59,5.0
B000084E5B,4.724137931034483
B000084E61,5.0
B000084E66,3.3870967741935485
B000084E67,5.0
B000084E6D,5.0
B000084E6V,4.006269592476489
B000084E6Y,4.0
B000084E71,5.0
B000084E76,3.423076923076923
B000084E78,5.0
B000084E7R,5.0
B000084E7Y,4.7727272727272725
B000084E89,3.0
B000084E8B,5.0
B000084E9C,5.0
B000084E9J,3.0
B000084E9M,5.0
B000084E9Z,3.5
B000084EA1,3.0
B000084EAD,5.0
B000084EAE,4.5
B000084EB8,5.0
B000084EBE,5.0
B000084EBF,4.0
B000084EBL,5.0
B000084EBO,5.0
B000084EBQ,3.0
B000084EC2,5.0
B000084ED0,5.0
B000084EDF,4.0
B000084EEC,4.592105263157895
B000084EED,4.857142857142857
B000084EEE,4.666666666666667
B000084EES,4.340425531914893
B000084EEY,1.0
B000084EEZ,2.0
B000084EF6,5.0
B000084EFI,4.0
B000084EFJ,5.0
B000084EGB,5.0
B000084EHL,4.333333333333333
B000084EHO,5.0
B000084EHT,4.333333333333333
B000084EHU,5.0
B000084EHV,4.333333333333333
B000084EI0,5.0
B000084EIB,3.0
B000084EIQ,3.6666666666666665
B000084EIZ,5.0
B000084EJ3,5.0
B000084EJJ,4.852941176470588
B000084EJO,4.5
B000084EJP,5.0
B000084EJQ,4.0
B000084EJR,4.0
B000084EJS,4.0
B000084EJT,4.0
B000084EJU,5.0
B000084EJY,4.5
B000084EK4,3.0
B000084EK5,5.0
B000084EK6,5.0
B000084EK7,4.0
B000084EK8,3.0
B000084EK9,3.6666666666666665
B000084EKA,4.0
B000084EKB,4.0
B000084EKC,5.0
B000084EKD,2.0
B000084EKG,5.0
B000084EKL,5.0
B000084EKM,4.0
B000084EKO,3.0
B000084EKQ,3.0
B000084EKR,5.0
B000084EKW,4.333333333333333
B000084EKY,4.8
B000084EL4,4.0
B000084ELB,5.0
B000084ELC,5.0
B000084ELN,3.0
B000084ELP,5.0
B000084EMU,4.0
B000084EMZ,5.0
B000084EN5,4.666666666666667
B000084ENJ,5.0
B000084EOF,5.0
B000084EOH,4.25
B000084EOK,5.0
B000084EOQ,4.5
B000084EP5,3.3333333333333335
B000084EQB,4.75
B000084EQL,3.0
B000084EQM,5.0
B000084ER3,4.857142857142857
B000084ERH,4.415094339622642
B000084ERO,5.0
B000084ERQ,5.0
B000084ERR,4.714285714285714
B000084ERT,4.666666666666667
B000084ERU,5.0
B000084ESL,4.229166666666667
B000084ESM,4.333333333333333
B000084ET1,3.0
B000084ET2,2.9508196721311477
B000084ET4,1.0
B000084ETA,4.6
B000084ETQ,4.4375
B000084ETS,3.0
B000084ETY,3.2
B000084EU0,5.0
B000084EUI,3.6666666666666665
B000084EUZ,3.3333333333333335
B000084EV0,5.0
B000084EV4,5.0
B000084EVE,1.0
B000084EVF,5.0
B000084EVG,4.5
B000084EVH,5.0
B000084EVI,3.6666666666666665
B000084EVV,5.0
B000084EVX,4.2631578947368425
B000084EWU,4.75
B000084EX7,4.0
B000084EXJ,4.666666666666667
B000084EXU,3.533333333333333
B000084EYJ,5.0
B000084EYK,5.0
B000084EYQ,5.0
B000084EYR,3.0
B000084EYS,5.0
B000084EYZ,5.0
B000084EZE,5.0
B000084F04,3.3714285714285714
B000084F07,5.0
B000084F0P,4.7
B000084F0R,4.0
B000084F0S,3.0
B000084F10,4.0
B000084F11,5.0
B000084F1I,4.306666666666667
B000084F1L,3.0
B000084F1M,4.666666666666667
B000084F1O,4.25
B000084F1S,2.6666666666666665
B000084F1Z,3.8333333333333335
B000084F2E,5.0
B000084F2K,5.0
B000084F2M,4.0
B000084F2O,4.666666666666667
B000084F2Q,3.6213364595545134
B000084F2U,2.0
B000084F32,4.0
B000084F3I,4.0
B000084F3O,4.4
B000084F3X,4.705882352941177
B000084F47,4.333333333333333
B000084F4B,3.627906976744186
B000084F4N,5.0
B000084F4T,5.0
B000084F54,4.0
B000084F5C,5.0
B000084F5E,4.041666666666667
B000084F5K,5.0
B000084F5N,5.0
B000084F5T,5.0
B000084F5Y,4.25
B000084F62,5.0
B000084F67,2.0
B000084F68,5.0
B000084F6E,5.0
B000084F6F,4.352941176470588
B000084F6N,2.5
B000084F6X,4.142857142857143
B000084F7Q,5.0
B000084F7R,5.0
B000084F80,4.171875
B000084F85,4.0
B000084F8A,1.0
B000087BJ3,5.0
B000087BJ4,5.0
B000087BJ7,2.6
B000087BJ8,1.0
B00008AJH9,4.52772808586762
B00008AJKB,4.666666666666667
B00008CQUW,4.0
B00008CQV5,5.0
B00008DF6C,5.0
B00008DF6D,5.0
B00008DF86,4.0
B00008DF87,3.25
B00008DF8D,3.789473684210526
B00008DF91,3.0
B00008DF96,5.0
B00008DF9L,2.75
B00008DFA2,5.0
B00008DFAM,3.6666666666666665
B00008DFAY,4.666666666666667
B00008DFB0,5.0
B00008DFB5,2.5
B00008DFB8,5.0
B00008DFBF,5.0
B00008DFBJ,5.0
B00008DFBP,4.0
B00008DFBW,3.4
B00008DFBZ,4.0
B00008DFCE,4.0
B00008DFCI,4.833333333333333
B00008DFCW,4.5
B00008DFDJ,5.0
B00008DFDO,4.090909090909091
B00008DFDP,5.0
B00008DFEE,5.0
B00008DFH7,5.0
B00008DFHG,5.0
B00008DFHL,4.0
B00008DFK5,4.3
B00008DFL8,3.6666666666666665
B00008DFN2,5.0
B00008DFNJ,5.0
B00008DFNV,4.75
B00008DFNW,4.0
B00008DFOG,4.583333333333333
B00008DFOM,1.0
B00008DFOR,3.0
B00008DFOW,5.0
B00008DFOY,5.0
B00008DFP1,5.0
B00008DFP5,5.0
B00008DFPB,4.9
B00008DFPE,5.0
B00008DFPF,4.4
B00008DFPG,4.5
B00008DFPI,5.0
B00008DFPT,4.333333333333333
B00008DFPY,4.666666666666667
B00008DFQW,3.0
B00008DFR5,4.8
B00008DFTH,3.5
B00008DFTI,2.909090909090909
B00008DFTP,5.0
B00008DFUB,4.0
B00008DHQC,4.5
B00008GKAO,4.0
B00008GKAV,2.3333333333333335
B00008GKB1,4.5
B00008GQ4F,3.5
B00008GQ50,3.6666666666666665
B00008J1CG,4.433333333333334
B00008JNTZ,5.0
B00008JOI5,5.0
B00008MOF7,4.210045662100456
B00008MOF8,5.0
B00008MOFD,5.0
B00008MOI0,5.0
B00008MOI7,5.0
B00008MOI8,5.0
B00008MOIB,4.5
B00008MOIF,2.0
B00008MOIK,3.0
B00008MOJ2,3.6923076923076925
B00008MOLV,5.0
B00008O35V,3.6666666666666665
B00008O36E,5.0
B00008O36H,2.5
B00008Q2XX,4.785714285714286
B00008Q378,5.0
B00008Q37R,5.0
B00008Q3B7,4.5
B00008V346,5.0
B000093HHR,3.5
B000093HI7,5.0
B000093HID,3.0
B000093HIQ,5.0
B000093HJI,5.0
B000093HJJ,4.8
B000093HKC,3.6666666666666665
B000093HKE,5.0
B000093HKN,5.0
B000093HLR,4.5
B000093HMI,5.0
B000093HMK,5.0
B000093HML,4.0
B000093HMR,4.5
B000093HOV,4.5
B000096R2E,3.3333333333333335
B000099Z6G,1.96
B00009ILXA,5.0
B00009LHMQ,5.0
B00009LHMR,4.0
B00009LHOU,5.0
B00009LICK,2.0
B00009N8TI,4.0
B00009N8TJ,5.0
B00009ND79,5.0
B00009ND7A,4.666666666666667
B00009ND7R,4.0
B00009OLE2,4.25
B00009OLEP,4.555555555555555
B00009OLEW,5.0
B00009OLF2,5.0
B00009OLF9,5.0
B00009OLHB,5.0
B00009OX4E,1.0
B00009QOIK,5.0
B00009ZIY2,2.6363636363636362
B00009ZJ0A,5.0
B00009ZJ0Q,4.717391304347826
B00009ZJ22,4.0
B00009ZJ2F,4.0
B00009ZJ2R,5.0
B00009ZJ2Y,4.0
B00009ZJ48,4.857142857142857
B00009ZJ4V,5.0
B00009ZJ53,5.0
B00009ZJ5E,1.0
B00009ZJZG,3.2222222222222223
B00009ZJZP,5.0
B00009ZV56,4.0
B0000AH3OC,5.0
B0000AH3OH,5.0
B0000AH3OQ,1.0
B0000AH3OX,5.0
B0000AH3P3,5.0
B0000AH3QT,3.5
B0000AH3QV,5.0
B0000AH3QW,3.857142857142857
B0000AH3R1,5.0
B0000AH3R4,4.0
B0000AH3R6,5.0
B0000AH3RK,5.0
B0000AH3RM,4.857142857142857
B0000AH3RN,4.0
B0000AH3RP,3.8
B0000AH3RR,4.0
B0000AH3RU,5.0
B0000AH3UI,5.0
B0000AH3UK,4.7368421052631575
B0000AH9XL,4.5
B0000AH9XO,5.0
B0000AHA1Z,5.0
B0000AHA22,5.0
B0000AVVPU,3.902173913043478
B0000AVWE3,4.2
B0000AVY4I,4.0
B0000AVY4U,4.0
B0000AX7YS,2.0
B0000BUV22,3.5
B0000BXJG1,5.0
B0000BXJIO,4.631578947368421
B0000BXJIS,5.0
B0000BXJIU,4.333333333333333
B0000BXJO8,4.142857142857143
B0000BYC0E,5.0
B0000BYC0F,5.0
B0000BYC0H,4.4
B0000BYC0L,5.0
B0000BYC0N,4.0
B0000BYCLV,3.717391304347826
B0000BYCM0,4.25
B0000BYCMK,3.619047619047619
B0000BYDBF,3.3255813953488373
B0000BYDGO,3.7142857142857144
B0000BYDH7,3.9285714285714284
B0000BYDWE,3.4166666666666665
B0000BYE6G,2.5
B0000BYE6L,2.75
B0000C1KL4,4.0
B0000CBIMC,3.3333333333333335
B0000CBIMG,1.0
B0000CBJN4,4.090909090909091
B0000CE02I,3.0
B0000CE29E,5.0
B0000CEOK7,4.0
B0000CEOKH,5.0
B0000CEOMA,5.0
B0000CEPDP,4.1875
B0000CEPDR,5.0
B0000CEPV6,4.0
B0000CEPYA,4.0
B0000CESNS,5.0
B0000CET6I,3.0
B0000CEU3D,4.0
B0000CFSP8,4.75
B0000D18ZB,1.0
B0000DAIOL,1.0
B0000DAIOM,4.6
B0000DAIP5,3.0
B0000DAIPK,3.5
B0000DAIPL,3.5
B0000DAIPM,4.2
B0000DAPGK,4.111111111111111
B0000DI7XF,4.0
B0000DI7XH,2.0
B0000DI82Z,5.0
B0000E2RYT,4.0
B0000E3QL9,4.666666666666667
B0000TEWBE,2.3333333333333335
B0000TS07G,3.0
B0000TS580,5.0
B0000TSC9M,5.0
B0000TSGOS,5.0
B0000TSPPS,5.0
B0000TSPY4,5.0
B0000TSPYE,4.4
B0000TSQOS,5.0
B0000TSSC8,4.0
B0000TSSCS,4.666666666666667
B0000TWBZI,5.0
B0000TWC16,5.0
B0000TYY2G,5.0
B0000TYYBW,3.5
B0000TYYE4,5.0
B0000TYYEE,5.0
B0000TYYFI,3.0
B0000TYYVW,3.6470588235294117
B0000TZ1FU,3.0
B0000TZ1G4,4.857142857142857
B0000TZ204,4.1
B0000TZ3KI,5.0
B0000TZ6U0,3.6666666666666665
B0000U4MEK,2.75
B0000UNW46,5.0
B0000UNW64,3.0
B0000UO4SO,5.0
B0000UOEH0,2.566666666666667
B0000UOFHO,3.3636363636363638
B0000UOFJW,3.0
B0000V19MM,1.0
B0000V828G,5.0
B0000V829K,5.0
B0000V82AE,5.0
B0000V82KY,5.0
B0000V8600,5.0
B0000V860K,4.368421052631579
B0000V865K,2.25
B0000VIYW0,5.0
B0000VIZ42,5.0
B0000VJ55U,4.428571428571429
B0000VYJYW,4.3125
B0000WSTYW,3.6363636363636362
B0000WSU8M,4.0
B0000X91KC,4.428571428571429
B0000XOG7U,5.0
B0000XOG9I,3.5
B0000YZJS4,4.5625
B00012CNX4,5.0
B00012CNXO,5.0
B00012YMII,4.555555555555555
B0001388ZA,5.0
B000139XGS,4.527027027027027
B00013VHP8,5.0
B00013YZDO,4.75
B000143KM0,4.5
B00014EXCG,4.666666666666667
B00014F7Y4,5.0
B00014F80M,3.0
B00014F82A,3.0
B00014F83Y,5.0
B00014F848,5.0
B00014F852,4.5
B00014F8D4,1.0
B00014F8FM,4.444444444444445
B00014F8HU,1.0
B00014F8TS,3.0
B00014F8UC,5.0
B00014F8UW,5.0
B00014FALY,5.0
B00014FAWI,5.0
B00014FAWS,2.4285714285714284
B00014FBO0,4.666666666666667
B00014FBRW,1.0
B00014FC8A,5.0
B00014FCUS,5.0
B00014FI34,4.323529411764706
B00014N8WC,5.0
B00014N8WW,3.3333333333333335
B00014N8YK,4.0
B00014NAD4,3.3333333333333335
B00014TQWI,4.666666666666667
B00014X3TK,3.75
B000153Z42,5.0
B000155KT0,5.0
B0001598XO,2.75
B00015CDOU,4.6
B00016QYF8,4.2
B00016R3RG,3.75
B000172RGM,5.0
B000197Y7C,4.0
B000197Y8G,4.428571428571429
B000197YTU,4.4
B000197ZGW,5.0
B000197ZI0,5.0
B000197ZOE,4.083333333333333
B000197ZQM,2.1666666666666665
B000197ZRQ,3.0
B00019HKBC,3.5
B00019HT9U,2.0
B00019JK42,3.25
B00019JOSO,3.1666666666666665
B00019ON1W,3.6666666666666665
B00019YY0M,2.6666666666666665
B0001A8ENY,5.0
B0001A8FM4,5.0
B0001A9TE2,3.0028169014084507
B0001AB41S,4.681818181818182
B0001AB42C,4.291666666666667
B0001ABC6U,3.6
B0001AUF8G,4.369230769230769
B0001BV04S,5.0
B0001BV0BG,5.0
B0001BV0LQ,4.8
B0001BV0MA,1.0
B0001BV0OI,3.761904761904762
B0001BV0P2,5.0
B0001CHR58,4.0
B0001CHR5S,4.0
B0001CHR62,3.9047619047619047
B0001F30B0,4.888888888888889
B0001F30CE,5.0
B0001F30EM,4.166666666666667
B0001FLZK8,5.0
B0001FLZYO,3.0
B0001FLZZS,5.0
B0001FQUGW,5.0
B0001FSDBM,5.0
B0001FZG5I,3.0
B0001FZG5S,3.0
B0001GKZDU,2.7037037037037037
B0001IMLQ2,4.0
B0001J05GY,4.483660130718954
B0001LE5B8,4.0
B0001M7BZ4,4.5
B0001MYNLY,2.7753303964757707
B0001RT3XM,5.0
B0001RT508,5.0
B0001RT5OY,3.5
B0001RTDGO,5.0
B0001RTHPG,4.5
B0001RTHRY,5.0
B0001RTUBM,4.428571428571429
B0001RUVGK,1.0
B0001RUZE8,5.0
B0001RV08S,5.0
B0001RV150,4.0
B0001RVNJY,4.375
B0001RVNLW,3.6666666666666665
B0001RVZQA,5.0
B0001RW190,5.0
B0001RW19U,1.0
B0001RW8SO,2.0
B0001RWC9O,3.0
B0001RWCB2,5.0
B0001RWD3E,5.0
B0001RWIJ8,5.0
B0001RWJJ2,5.0
B0001RWSBG,3.25
B0001RX14E,4.888888888888889
B0001VJD5Q,3.0
B0001VJD6A,4.625
B0001VJD6U,4.5
B0001VJD74,3.0
B0001VJD7Y,3.7777777777777777
B0001VJDGA,3.6666666666666665
B0001VJDH4,4.076923076923077
B0001VJWNE,3.6206896551724137
B0001VJWX4,4.0
B0001VK9Q8,1.5
B0001VKHN8,5.0
B0001VPS2S,1.0
B0001X0WNG,5.0
B0001Z3JDO,4.333333333333333
B0001ZWZ8O,4.044917257683215
B0001ZWZ98,3.84375
B0001ZWZ9I,4.129032258064516
B0001ZWZ9S,3.3
B00020BL38,4.625
B00020BN7C,5.0
B00020BOO4,4.909090909090909
B00020BOVW,5.0
B00020Z2J2,3.3333333333333335
B00022UAGA,5.0
B000234LS2,3.25
B00023CZLM,1.7317073170731707
B00023CZLW,2.8333333333333335
B00023D1IS,2.8333333333333335
B00023D368,3.6805555555555554
B00023EAZQ,5.0
B00023EGQO,3.225
B00023N7TG,3.9361702127659575
B00023ND8G,2.5806451612903225
B00023NHAA,4.0
B00023S142,4.0212765957446805
B00023XCYG,4.182795698924731
B000240176,4.571428571428571
B0002411M0,5.0
B000241F6W,3.3333333333333335
B000248C3Q,5.0
B00024JPXW,4.608108108108108
B00024JPYG,4.0
B00024Y5PA,2.888888888888889
B00024Y5PU,4.0
B00024Y5Q4,5.0
B00024Y5QE,3.0
B00024Y5QO,4.6
B000255MGU,5.0
B000255MH4,5.0
B000255MII,2.0
B000255MKG,1.0
B000255MOM,5.0
B000255MPG,3.25
B000255MPQ,5.0
B000255MS8,5.0
B000255MSI,5.0
B000255MSS,4.434782608695652
B000255MU6,4.222222222222222
B000255MV0,3.0
B000255MVA,3.5
B000255MXI,5.0
B000255MY2,4.111111111111111
B000255MYW,5.0
B000255MZG,4.8
B000255N00,4.545454545454546
B000255N0A,5.0
B000255N0U,4.666666666666667
B000255N1E,5.0
B000255N1O,3.0
B000255N1Y,2.5
B000255N3C,5.0
B000255N3W,4.333333333333333
B000255N50,4.75
B000255N5U,4.0
B000255N7S,3.2
B000255N8C,4.0
B000255N8M,5.0
B000255N8W,4.0
B000255N96,3.5
B000255N9Q,4.0
B000255NAK,4.5
B000255NBY,4.625
B000255NC8,5.0
B000255NCI,4.565656565656566
B000255NCS,5.0
B000255NDM,1.0
B000255NE6,4.0
B000255NEG,5.0
B000255NEQ,5.0
B000255NF0,4.428571428571429
B000255NFA,4.666666666666667
B000255NGE,4.2
B000255NH8,5.0
B000255NI2,4.5
B000255NIC,4.4
B000255NJ6,3.111111111111111
B000255NK0,4.722222222222222
B000255NKU,1.0
B000255NLE,2.4210526315789473
B000255NNW,2.6666666666666665
B000255NO6,4.875
B000255NOG,4.875
B000255NOQ,5.0
B000255NPA,1.8888888888888888
B000255NQY,2.0
B000255NUK,2.2
B000255NUU,4.0
B000255NV4,1.0
B000255NVE,4.0
B000255NVO,4.5
B000255NW8,5.0
B000255NWS,2.3333333333333335
B000255NX2,4.777777777777778
B000255NXC,4.735632183908046
B000255NXM,4.702702702702703
B000255NXW,5.0
B000255NY6,3.3333333333333335
B000255NYG,5.0
B000255NZ0,5.0
B000255O04,5.0
B000255O18,2.5
B000255O1I,5.0
B000255O1S,5.0
B000255O22,5.0
B000255O2M,5.0
B000255O2W,5.0
B000255O36,4.0
B000255O5E,1.0
B000255O5Y,3.6666666666666665
B000255O68,2.3333333333333335
B000255O6I,3.4
B000255O6S,5.0
B000255O72,5.0
B000255O7C,5.0
B000255O7M,3.5
B000255O7W,5.0
B000255O86,5.0
B000255O8G,5.0
B000255O8Q,4.0
B000255O90,3.7142857142857144
B000255O9A,4.857142857142857
B000255O9K,3.8333333333333335
B000255O9U,4.444444444444445
B000255OAE,4.8
B000255OB8,5.0
B000255OCW,2.5
B000255OEK,4.333333333333333
B000255OG8,5.0
B000255OOA,3.0
B000255OQI,3.0
B000255OR2,2.75
B000255OS6,5.0
B000255OSG,4.0
B000255OSQ,3.2857142857142856
B000255OU4,3.3684210526315788
B000255OUO,4.069767441860465
B000255OV8,2.0
B000255OVS,2.6666666666666665
B000255OW2,3.227272727272727
B000255OYA,4.5
B000255OYU,4.2
B000255OZ4,4.833333333333333
B000255OZO,5.0
B000255OZY,4.75
B000255P0I,3.0
B000255P0S,1.0
B000255P12,5.0
B000255P1C,5.0
B000255P2G,1.0
B000255P58,4.928571428571429
B000255P5I,4.857142857142857
B000255P5S,4.666666666666667
B000255P62,4.75
B000255P6M,3.8
B000255P7Q,4.5
B000255P9E,3.5
B000255PBC,5.0
B000255PC6,3.5
B000255PCG,3.5
B000255PCQ,5.0
B000255PDA,5.0
B000255PDK,5.0
B000255PEE,4.0
B000255PEO,4.0
B000255PEY,3.5
B000255PFI,5.0
B000255PFS,5.0
B000255PGC,3.6666666666666665
B000255PGW,3.0
B000255PH6,5.0
B000255PHG,5.0
B000255PHQ,5.0
B000255PJE,4.40625
B000255PJO,5.0
B000255PJY,5.0
B000255PKI,4.0
B000255PLM,5.0
B000255PLW,5.0
B000255Q6G,5.0
B000255QJS,5.0
B000255QLG,4.111111111111111
B000255QMK,3.375
B000255QRK,5.0
B000255QWA,4.833333333333333
B000255QZ2,4.666666666666667
B000255R5G,2.923076923076923
B000255RE2,3.0
B000255RF6,4.142857142857143
B000255RQ0,2.5
B000255S00,4.0
B000255SXC,4.181818181818182
B000255T9K,2.0
B000255U76,3.0
B000255UR6,4.5
B000255URG,4.555555555555555
B000255USU,5.0
B000255UYE,5.0
B000255UYY,2.768292682926829
B000255UZI,1.5
B000255V4S,2.7777777777777777
B000255XFA,5.0
B000255YL8,5.0
B000255YWW,3.0
B000255ZH6,5.0
B00025612O,5.0
B00025618S,3.75
B0002561WY,4.166666666666667
B0002561YW,3.0
B0002563AY,4.2
B0002563BI,4.75
B0002563FO,5.0
B0002563HM,4.528301886792453
B0002563HW,4.6
B0002563IG,3.111111111111111
B0002563JK,4.888888888888889
B0002563KE,4.0
B0002563KO,4.642857142857143
B0002563KY,4.5
B0002563LS,4.529411764705882
B0002563MW,4.3478260869565215
B0002563NG,5.0
B0002563NQ,4.0
B0002563OA,2.3333333333333335
B0002563OK,4.2
B0002563QI,4.9
B0002563QS,4.083333333333333
B0002563RC,5.0
B0002563RM,4.666666666666667
B0002563RW,4.75
B0002563S6,4.818181818181818
B0002563TU,3.0
B0002563U4,4.25
B0002563UE,4.0
B0002563UO,4.666666666666667
B0002563VI,5.0
B0002563W2,5.0
B0002563WC,2.6666666666666665
B0002563WM,4.75
B0002563WW,4.25
B0002563X6,5.0
B0002563XG,1.0
B0002563XQ,3.5
B0002563Y0,5.0
B0002563YK,5.0
B0002563YU,3.0
B0002563Z4,4.0
B0002563ZE,5.0
B000256426,1.0
B00025642Q,3.8333333333333335
B00025643A,3.6666666666666665
B00025643U,5.0
B00025645S,5.0
B00025646C,4.0
B00025646W,4.461538461538462
B000256480,5.0
B0002564EE,5.0
B0002564IU,1.0
B0002564O4,4.125
B0002564QC,3.727272727272727
B0002564US,4.2
B0002564V2,5.0
B0002564VM,3.4918032786885247
B0002564YY,3.260869565217391
B0002564Z8,5.0
B0002564ZI,5.0
B000256502,4.111111111111111
B00025651G,3.317073170731707
B00025652U,5.0
B000256534,3.0
B00025653O,3.727272727272727
B00025656G,5.0
B00025656Q,4.0181818181818185
B000256570,5.0
B00025657K,5.0
B000256598,5.0
B0002565A2,3.7142857142857144
B0002565AC,4.5
B0002565AM,4.0
B0002565AW,3.0
B0002565C0,5.0
B0002565CA,1.0
B0002565DO,4.0
B0002565EI,4.75
B0002565ES,4.2
B0002565F2,4.0
B0002565FW,5.0
B0002565GG,5.0
B0002565H0,5.0
B0002565HA,5.0
B0002565HK,5.0
B0002565HU,4.0
B0002565IE,4.571428571428571
B0002565IY,5.0
B0002565K2,2.0
B0002565KM,4.0
B0002565M0,4.5
B0002565MA,3.0
B0002565MK,2.6
B0002565MU,1.5
B0002565N4,2.2
B0002565NO,2.6818181818181817
B0002565NY,4.0
B0002565OI,4.142857142857143
B0002565OS,5.0
B0002565P2,4.0
B0002565PW,4.730769230769231
B0002565Q6,4.75
B0002565QG,5.0
B0002565RA,4.928571428571429
B0002565SE,4.333333333333333
B0002565SY,4.717391304347826
B0002565TI,4.321428571428571
B0002565TS,4.466666666666667
B0002565U2,4.8
B0002565UC,2.6666666666666665
B0002565UM,4.0
B0002565WK,3.0
B0002565XY,3.0
B0002565Y8,3.0
B0002565ZC,2.0
B0002565ZW,5.0
B000256606,3.891891891891892
B00025662O,5.0
B00025662Y,4.222222222222222
B00025664C,5.0
B00025664W,3.5
B000256656,5.0
B00025665Q,3.0
B00025668S,4.0
B0002566DS,2.4285714285714284
B0002566EM,4.4
B0002566F6,4.0
B0002566HY,5.0
B0002566L0,3.764705882352941
B0002566LU,3.0
B0002566ME,5.0
B0002566RO,5.0
B0002566TC,4.615384615384615
B0002566TW,4.222222222222222
B0002566U6,5.0
B0002566VK,4.0
B0002566WE,4.75
B0002566WO,4.0
B0002566WY,4.552631578947368
B0002566XS,3.75
B0002566YC,4.333333333333333
B0002566YM,4.52
B0002566Z6,4.046511627906977
B0002566ZQ,3.6666666666666665
B00025670U,4.827160493827161
B00025673W,4.0
B00025675K,5.0
B000256764,5.0
B0002567AA,4.571428571428571
B0002567AU,4.166666666666667
B0002567B4,4.277777777777778
B0002567CI,4.666666666666667
B0002567D2,3.0
B0002567E6,3.2222222222222223
B0002567EQ,3.2
